IS,ID
46.47890000,30.769200000
50.00000000,26.865700000
75.38460000,0.000000000
20.54790000,100.000000000
61.11110000,0.000000000
0.00000000,33.823500000
18.46150000,55.882400000
21.53850000,21.212100000
100.00000000,29.687500000
28.78790000,0.000000000
0.00000000,23.611100000
6.25000000,38.235300000
38.80600000,15.625000000
0.00000000,32.307700000
32.83580000,0.000000000
18.46150000,21.875000000
9.23080000,0.000000000
0.00000000,0.000000000
0.00000000,6.451600000
17.91040000,17.391300000
14.49280000,0.000000000
9.52380000,0.000000000
11.59420000,34.722200000
24.63770000,31.818200000
4.10960000,100.000000000
0.00000000,8.196700000
29.23080000,
0.00000000,
27.94120000,
100.00000000,
51.51520000,
44.11760000,
45.45450000,
92.64710000,
45.07040000,
14.49280000,
97.29730000,
100.00000000,
0.00000000,
13.04350000,
25.00000000,
26.56250000,
20.31250000,
100.00000000,
33.84620000,
,
,
54.54550000,39.423100000
0.00000000,28.846200000
34.69390000,41.176500000
53.12500000,45.714300000
16.66670000,22.340400000
55.76920000,53.465300000
72.44900000,27.368400000
0.00000000,28.571400000
7.29170000,29.292900000
5.10200000,12.745100000
0.00000000,46.391800000
24.46810000,60.824700000
18.75000000,100.000000000
0.00000000,9.473700000
75.26880000,22.449000000
39.78490000,0.000000000
40.00000000,28.571400000
8.91090000,0.000000000
23.58490000,56.730800000
42.15690000,16.666700000
37.00000000,10.638300000
34.65350000,11.702100000
17.89470000,7.446800000
20.21280000,22.449000000
26.04170000,27.551000000
0.00000000,48.514900000
0.00000000,20.000000000
17.89470000,32.000000000
28.70370000,50.505100000
0.00000000,7.692300000
54.05410000,0.000000000
16.16160000,16.304300000
7.60870000,82.142900000
10.20410000,40.594100000
85.05750000,
54.63920000,
53.84620000,
58.41580000,
0.00000000,
