Control,DFO
1495.279000,298.121200
1314.449000,1405.033000
1889.900000,866.578700
717.266400,1491.458000
1408.053000,1118.215000
980.970000,881.956100
541.713600,1162.221000
1052.631000,925.858400
267.116900,1650.909000
795.226700,1165.707000
968.919400,1771.302000
951.063800,1829.142000
2905.940000,1009.788000
1503.602000,876.525900
1195.331000,1599.809000
1543.031000,1097.541000
1429.766000,680.554500
2674.200000,714.318000
727.084200,1033.484000
1089.327000,694.859300
